Campaign_ID,Campaign_Name,Start_Date,End_Date,Channel,Target_Age_Group,Budget (USD),Impressions,Clicks,Conversions,Revenue (USD),Region,Campaign_Duration,CTR,Conversion_Rate,ROI,Campaign_Status,Revenue_per_Dollar,Efficiency_Bucket
MKT3646,Campaign_382,2024-08-21,2024-09-18,Google Ads,26-35,16478,806749,157635,8284,30680.71,North,28,0.2,0.05,0.86,Profitable,1.86,Break-even
MKT3647,Campaign_348,2024-04-28,2024-05-27,Google Ads,46-60,5275,698847,18286,2186,10878.14,West,29,0.03,0.12,1.06,Profitable,2.06,High Return
MKT3648,Campaign_364,2024-09-24,2024-10-23,Radio,46-60,15875,524962,47492,10605,37078.43,Central,29,0.09,0.22,1.34,Profitable,2.34,High Return
MKT3649,Campaign_443,2024-02-02,2024-02-18,Radio,46-60,3505,145048,23217,4315,2341.51,West,16,0.16,0.19,-0.33,Loss Making,0.67,Loss
MKT3650,Campaign_498,2024-10-20,2024-11-06,Radio,46-60,2367,301226,32010,2407,2484.93,South,17,0.11,0.08,0.05,Profitable,1.05,Break-even
MKT3651,Campaign_60,2024-10-27,2024-11-14,Google Ads,36-45,14431,984538,105210,26346,25837.28,Central,18,0.11,0.25,0.79,Profitable,1.79,Break-even
MKT3652,Campaign_405,2024-08-21,2024-09-07,Google Ads,18-25,19203,952489,133598,20654,47027.4,Central,17,0.14,0.15,1.45,Profitable,2.45,High Return
MKT3653,Campaign_337,2024-07-25,2024-08-13,Influencer,18-25,4504,374732,66144,16100,6846.07,South,19,0.18,0.24,0.52,Profitable,1.52,Break-even
MKT3654,Campaign_318,2024-04-08,2024-05-06,Email,36-45,13822,765281,28039,3221,14621.68,South,28,0.04,0.11,0.06,Profitable,1.06,Break-even
MKT3655,Campaign_157,2024-11-03,2024-11-19,Social Media,26-35,3659,717025,83944,6965,8731.51,West,16,0.12,0.08,1.39,Profitable,2.39,High Return
MKT3656,Campaign_117,2024-09-21,2024-10-11,TV,46-60,5596,67192,10104,2924,3634.08,North,20,0.15,0.29,-0.35,Loss Making,0.65,Loss
MKT3657,Campaign_182,2024-04-10,2024-05-04,Radio,36-45,2807,730144,131507,15007,5046.32,South,24,0.18,0.11,0.8,Profitable,1.8,Break-even
MKT3658,Campaign_369,2024-06-21,2024-07-08,Influencer,36-45,10254,992484,153111,3130,20689.39,East,17,0.15,0.02,1.02,Profitable,2.02,High Return
MKT3659,Campaign_471,2024-09-21,2024-10-19,Influencer,46-60,16334,742476,143936,37943,25743.91,West,28,0.19,0.26,0.58,Profitable,1.58,Break-even
MKT3660,Campaign_411,2024-10-27,2024-11-11,Influencer,26-35,2025,786226,13643,3220,3763.0,North,15,0.02,0.24,0.86,Profitable,1.86,Break-even
MKT3661,Campaign_5,2024-05-21,2024-05-31,Radio,36-45,3229,140857,22344,2135,2296.79,West,10,0.16,0.1,-0.29,Loss Making,0.71,Loss
MKT3662,Campaign_228,2024-07-06,2024-07-31,Radio,18-25,4105,998399,178381,51060,10144.04,East,25,0.18,0.29,1.47,Profitable,2.47,High Return
MKT3663,Campaign_283,2024-08-06,2024-08-29,TV,18-25,14711,279601,53319,2836,20107.1,Central,23,0.19,0.05,0.37,Profitable,1.37,Break-even
MKT3664,Campaign_395,2024-05-29,2024-06-17,TV,18-25,19446,585263,51937,1756,41039.01,East,19,0.09,0.03,1.11,Profitable,2.11,High Return
MKT3665,Campaign_61,2024-09-14,2024-10-08,TV,18-25,8936,174658,12574,2957,16852.19,South,24,0.07,0.24,0.89,Profitable,1.89,Break-even
MKT3666,Campaign_338,2024-05-30,2024-06-16,Email,46-60,5410,332917,56469,11363,11065.37,South,17,0.17,0.2,1.05,Profitable,2.05,High Return
MKT3667,Campaign_290,2024-11-10,2024-12-05,Influencer,36-45,2960,801426,40568,9532,3023.83,Central,25,0.05,0.23,0.02,Profitable,1.02,Break-even
MKT3668,Campaign_492,2024-04-26,2024-05-22,Email,46-60,17390,988844,120717,6203,22744.15,West,26,0.12,0.05,0.31,Profitable,1.31,Break-even
MKT3669,Campaign_294,2024-03-23,2024-04-11,TV,18-25,18281,137099,4113,1156,16147.58,East,19,0.03,0.28,-0.12,Loss Making,0.88,Loss
MKT3670,Campaign_48,2024-09-18,2024-10-11,Google Ads,26-35,9108,97805,16105,4468,17111.01,South,23,0.16,0.28,0.88,Profitable,1.88,Break-even
MKT3671,Campaign_418,2024-07-09,2024-07-22,Radio,18-25,16195,395041,48585,13131,23470.75,South,13,0.12,0.27,0.45,Profitable,1.45,Break-even
MKT3672,Campaign_12,2024-05-05,2024-05-23,Social Media,46-60,7481,774241,131734,14844,9446.0,East,18,0.17,0.11,0.26,Profitable,1.26,Break-even
MKT3673,Campaign_350,2024-08-28,2024-09-16,Email,36-45,13449,154779,10817,2854,24793.34,South,19,0.07,0.26,0.84,Profitable,1.84,Break-even
MKT3674,Campaign_106,2024-03-04,2024-03-16,Google Ads,36-45,3177,129058,15803,4374,1760.18,North,12,0.12,0.28,-0.45,Loss Making,0.55,Loss
MKT3675,Campaign_71,2024-01-15,2024-02-06,Email,46-60,9121,782806,67620,12109,5522.91,North,22,0.09,0.18,-0.39,Loss Making,0.61,Loss
MKT3676,Campaign_17,2024-07-03,2024-07-17,Social Media,18-25,9676,181914,24172,3212,22786.11,East,14,0.13,0.13,1.35,Profitable,2.35,High Return
MKT3677,Campaign_335,2024-05-05,2024-05-26,Social Media,36-45,11353,822599,74560,3420,14971.36,South,21,0.09,0.05,0.32,Profitable,1.32,Break-even
MKT3678,Campaign_494,2024-12-16,2025-01-05,Influencer,36-45,5642,443153,71126,2470,5926.49,East,20,0.16,0.03,0.05,Profitable,1.05,Break-even
MKT3679,Campaign_424,2024-06-17,2024-07-07,Social Media,46-60,18541,171715,14815,694,33045.83,East,20,0.09,0.05,0.78,Profitable,1.78,Break-even
MKT3680,Campaign_189,2024-01-31,2024-02-27,Email,36-45,11189,42924,1921,125,9954.93,Central,27,0.04,0.07,-0.11,Loss Making,0.89,Loss
MKT3681,Campaign_285,2024-07-08,2024-08-05,Social Media,36-45,2833,737359,36269,7406,6702.6,Central,28,0.05,0.2,1.37,Profitable,2.37,High Return
MKT3682,Campaign_171,2024-11-26,2024-12-11,Radio,18-25,1918,981041,160021,16271,4307.28,East,15,0.16,0.1,1.25,Profitable,2.25,High Return
MKT3683,Campaign_367,2024-12-06,2025-01-01,Email,46-60,12819,281840,45034,11191,29793.12,South,26,0.16,0.25,1.32,Profitable,2.32,High Return
MKT3684,Campaign_184,2024-04-02,2024-04-20,Influencer,46-60,17012,515857,29966,7065,17810.64,West,18,0.06,0.24,0.05,Profitable,1.05,Break-even
MKT3685,Campaign_200,2024-05-15,2024-06-12,Social Media,18-25,14996,306025,49967,1206,7759.2,East,28,0.16,0.02,-0.48,Loss Making,0.52,Loss
MKT3686,Campaign_291,2024-09-29,2024-10-25,Social Media,46-60,18902,465491,15790,3554,26745.36,East,26,0.03,0.23,0.41,Profitable,1.41,Break-even
MKT3687,Campaign_413,2024-07-05,2024-07-21,TV,46-60,8466,833297,148605,44475,10186.9,Central,16,0.18,0.3,0.2,Profitable,1.2,Break-even
MKT3688,Campaign_334,2024-05-28,2024-06-27,TV,18-25,4298,156500,5171,1380,4333.79,Central,30,0.03,0.27,0.01,Profitable,1.01,Break-even
MKT3689,Campaign_240,2024-03-21,2024-04-11,Google Ads,36-45,15256,55637,1535,208,25126.77,South,21,0.03,0.14,0.65,Profitable,1.65,Break-even
MKT3690,Campaign_315,2024-04-23,2024-05-07,Influencer,36-45,2018,471751,55240,6914,1558.2,West,14,0.12,0.13,-0.23,Loss Making,0.77,Loss
MKT3691,Campaign_343,2024-02-23,2024-03-19,Google Ads,26-35,13918,821442,17075,822,8593.46,North,25,0.02,0.05,-0.38,Loss Making,0.62,Loss
MKT3692,Campaign_423,2024-04-28,2024-05-26,Google Ads,26-35,17663,989812,109791,31273,41961.32,Central,28,0.11,0.28,1.38,Profitable,2.38,High Return
MKT3693,Campaign_236,2024-10-12,2024-11-09,Google Ads,26-35,15004,105216,16772,2596,34819.1,South,28,0.16,0.15,1.32,Profitable,2.32,High Return
MKT3694,Campaign_292,2024-07-31,2024-08-18,Google Ads,36-45,12611,755804,97048,24688,24794.39,Central,18,0.13,0.25,0.97,Profitable,1.97,Break-even
MKT3695,Campaign_449,2024-02-29,2024-03-15,TV,26-35,17155,754101,132778,27552,38192.77,North,15,0.18,0.21,1.23,Profitable,2.23,High Return
MKT3696,Campaign_411,2024-03-14,2024-04-07,Influencer,18-25,8490,149169,25582,7168,8997.02,Central,24,0.17,0.28,0.06,Profitable,1.06,Break-even
MKT3697,Campaign_13,2024-03-23,2024-04-08,Radio,26-35,5238,508909,42553,6122,12237.25,West,16,0.08,0.14,1.34,Profitable,2.34,High Return
MKT3698,Campaign_139,2024-12-29,2025-01-08,Influencer,36-45,10114,773783,143438,15425,12472.24,North,10,0.19,0.11,0.23,Profitable,1.23,Break-even
MKT3699,Campaign_42,2024-03-24,2024-04-20,TV,26-35,3603,138733,26819,2991,8558.73,Central,27,0.19,0.11,1.38,Profitable,2.38,High Return
MKT3700,Campaign_363,2024-03-08,2024-04-04,Influencer,26-35,16624,822588,109791,22722,19566.78,North,27,0.13,0.21,0.18,Profitable,1.18,Break-even
MKT3701,Campaign_183,2024-03-27,2024-04-22,Influencer,26-35,14762,524188,53199,4742,13471.15,West,26,0.1,0.09,-0.09,Loss Making,0.91,Loss
MKT3702,Campaign_108,2024-06-11,2024-06-29,Social Media,26-35,7341,776937,124024,26972,11305.57,West,18,0.16,0.22,0.54,Profitable,1.54,Break-even
MKT3703,Campaign_111,2024-11-07,2024-11-30,Influencer,26-35,12295,135507,2412,120,6182.3,North,23,0.02,0.05,-0.5,Loss Making,0.5,Loss
MKT3704,Campaign_226,2024-03-25,2024-04-06,Google Ads,26-35,18102,414085,79387,13899,37554.31,East,12,0.19,0.18,1.07,Profitable,2.07,High Return
MKT3705,Campaign_498,2024-06-24,2024-07-10,TV,18-25,12680,509544,29165,8492,15370.6,East,16,0.06,0.29,0.21,Profitable,1.21,Break-even
MKT3706,Campaign_3,2024-10-13,2024-11-10,Radio,26-35,19222,485189,25315,5137,31460.44,North,28,0.05,0.2,0.64,Profitable,1.64,Break-even
MKT3707,Campaign_186,2024-01-27,2024-02-21,Radio,26-35,16305,481116,82510,22469,11591.24,South,25,0.17,0.27,-0.29,Loss Making,0.71,Loss
MKT3708,Campaign_67,2024-11-09,2024-12-04,Social Media,36-45,11202,552317,41190,11087,22789.19,North,25,0.07,0.27,1.03,Profitable,2.03,High Return
MKT3709,Campaign_351,2024-12-19,2025-01-12,Influencer,36-45,1878,561011,21532,3612,1008.63,Central,24,0.04,0.17,-0.46,Loss Making,0.54,Loss
MKT3710,Campaign_312,2024-01-31,2024-02-25,Social Media,26-35,19375,697036,90174,3134,15756.61,North,25,0.13,0.03,-0.19,Loss Making,0.81,Loss
MKT3711,Campaign_386,2024-03-03,2024-03-29,Radio,36-45,6897,267227,32943,6474,7908.78,East,26,0.12,0.2,0.15,Profitable,1.15,Break-even
MKT3712,Campaign_212,2024-01-20,2024-02-03,Social Media,26-35,11743,860071,110028,25981,20522.94,North,14,0.13,0.24,0.75,Profitable,1.75,Break-even
MKT3713,Campaign_370,2024-08-25,2024-09-15,Email,46-60,15597,837913,107253,7221,13931.62,East,21,0.13,0.07,-0.11,Loss Making,0.89,Loss
MKT3714,Campaign_420,2024-10-09,2024-11-04,Radio,18-25,1099,939027,117332,33122,1571.26,West,26,0.12,0.28,0.43,Profitable,1.43,Break-even
MKT3715,Campaign_7,2024-03-27,2024-04-14,Email,26-35,2542,475255,51097,8605,3780.59,North,18,0.11,0.17,0.49,Profitable,1.49,Break-even
MKT3716,Campaign_179,2024-09-21,2024-10-16,Google Ads,36-45,12078,15123,1839,325,8381.31,Central,25,0.12,0.18,-0.31,Loss Making,0.69,Loss
MKT3717,Campaign_172,2024-01-23,2024-02-11,Radio,46-60,9129,419811,37084,3503,11746.21,South,19,0.09,0.09,0.29,Profitable,1.29,Break-even
MKT3718,Campaign_229,2024-04-01,2024-04-27,TV,36-45,18700,965537,32557,7568,14374.07,North,26,0.03,0.23,-0.23,Loss Making,0.77,Loss
MKT3719,Campaign_158,2024-04-25,2024-05-25,Radio,36-45,2506,725106,138743,11818,3264.65,East,30,0.19,0.09,0.3,Profitable,1.3,Break-even
MKT3720,Campaign_55,2024-09-06,2024-09-28,Google Ads,26-35,7592,910007,108344,10086,10260.51,East,22,0.12,0.09,0.35,Profitable,1.35,Break-even
MKT3721,Campaign_450,2024-07-12,2024-08-05,Google Ads,18-25,19216,947853,131722,26987,36317.31,West,24,0.14,0.2,0.89,Profitable,1.89,Break-even
MKT3722,Campaign_289,2024-09-18,2024-10-09,Radio,36-45,9871,660740,16070,3662,6013.44,West,21,0.02,0.23,-0.39,Loss Making,0.61,Loss
MKT3723,Campaign_331,2024-08-11,2024-09-04,Influencer,26-35,10492,106099,11221,2145,18951.04,West,24,0.11,0.19,0.81,Profitable,1.81,Break-even
MKT3724,Campaign_231,2024-10-02,2024-10-31,Google Ads,26-35,16489,64929,1543,87,27206.55,West,29,0.02,0.06,0.65,Profitable,1.65,Break-even
MKT3725,Campaign_450,2024-02-26,2024-03-20,Influencer,36-45,18089,164371,30572,2599,17974.96,East,23,0.19,0.09,-0.01,Loss Making,0.99,Loss
MKT3726,Campaign_480,2024-08-12,2024-09-08,Email,36-45,1089,316944,5534,1063,982.07,West,27,0.02,0.19,-0.1,Loss Making,0.9,Loss
MKT3727,Campaign_177,2024-02-04,2024-03-01,TV,36-45,6846,463099,83815,22781,5333.88,West,26,0.18,0.27,-0.22,Loss Making,0.78,Loss
MKT3728,Campaign_26,2024-04-22,2024-05-07,TV,26-35,17263,133532,4912,603,25334.05,East,15,0.04,0.12,0.47,Profitable,1.47,Break-even
MKT3729,Campaign_95,2024-02-07,2024-02-21,Social Media,18-25,19106,828338,62016,12485,42511.72,North,14,0.07,0.2,1.23,Profitable,2.23,High Return
MKT3730,Campaign_179,2024-10-27,2024-11-09,Google Ads,26-35,10992,200451,14969,1835,5929.55,South,13,0.07,0.12,-0.46,Loss Making,0.54,Loss
MKT3731,Campaign_298,2024-10-03,2024-10-13,Google Ads,46-60,7974,437047,58625,1371,19197.1,Central,10,0.13,0.02,1.41,Profitable,2.41,High Return
MKT3732,Campaign_16,2024-04-13,2024-05-01,Email,26-35,12087,696016,31960,5772,13855.99,West,18,0.05,0.18,0.15,Profitable,1.15,Break-even
MKT3733,Campaign_375,2024-10-01,2024-10-19,Radio,46-60,1904,782136,81876,1851,1119.46,West,18,0.1,0.02,-0.41,Loss Making,0.59,Loss
MKT3734,Campaign_256,2024-05-19,2024-06-10,Email,36-45,9110,924231,87410,26042,18838.28,South,22,0.09,0.3,1.07,Profitable,2.07,High Return
MKT3735,Campaign_376,2024-10-29,2024-11-10,Influencer,46-60,10296,216543,18109,2479,18745.26,East,12,0.08,0.14,0.82,Profitable,1.82,Break-even
MKT3736,Campaign_327,2024-07-14,2024-07-31,Radio,46-60,7109,927489,23255,2645,10350.84,West,17,0.03,0.11,0.46,Profitable,1.46,Break-even
MKT3737,Campaign_251,2024-06-03,2024-06-13,Influencer,36-45,13276,883820,93068,12511,20538.58,East,10,0.11,0.13,0.55,Profitable,1.55,Break-even
MKT3738,Campaign_149,2024-10-03,2024-10-28,Google Ads,18-25,6581,522788,55479,14751,11553.17,East,25,0.11,0.27,0.76,Profitable,1.76,Break-even
MKT3739,Campaign_129,2024-02-25,2024-03-25,Radio,46-60,14705,227306,32884,6871,12411.76,South,29,0.14,0.21,-0.16,Loss Making,0.84,Loss
MKT3740,Campaign_325,2024-03-23,2024-04-06,Social Media,26-35,18175,950628,161370,44587,13546.66,Central,14,0.17,0.28,-0.25,Loss Making,0.75,Loss
MKT3741,Campaign_289,2024-01-13,2024-01-23,TV,18-25,5542,703965,100137,9407,5798.09,South,10,0.14,0.09,0.05,Profitable,1.05,Break-even
MKT3742,Campaign_262,2024-05-12,2024-06-02,TV,46-60,3328,391030,65579,13336,2399.24,West,21,0.17,0.2,-0.28,Loss Making,0.72,Loss
MKT3743,Campaign_487,2024-08-25,2024-09-24,Influencer,46-60,1231,321113,22469,3795,2678.23,West,30,0.07,0.17,1.18,Profitable,2.18,High Return
MKT3744,Campaign_296,2024-02-13,2024-02-26,TV,36-45,15423,694623,59826,16570,32981.71,East,13,0.09,0.28,1.14,Profitable,2.14,High Return
MKT3745,Campaign_485,2024-08-18,2024-09-09,Google Ads,46-60,13611,430343,74730,11163,17532.3,West,22,0.17,0.15,0.29,Profitable,1.29,Break-even
MKT3746,Campaign_288,2024-06-29,2024-07-13,Email,36-45,15279,335951,24393,2512,13294.12,South,14,0.07,0.1,-0.13,Loss Making,0.87,Loss
MKT3747,Campaign_252,2024-07-05,2024-07-16,Google Ads,46-60,5402,632104,73374,11110,4252.36,Central,11,0.12,0.15,-0.21,Loss Making,0.79,Loss
MKT3748,Campaign_185,2024-06-02,2024-06-20,Social Media,26-35,15127,90745,12751,2176,28509.6,North,18,0.14,0.17,0.88,Profitable,1.88,Break-even
MKT3749,Campaign_213,2024-11-06,2024-11-21,Radio,46-60,18242,462769,73660,6624,11372.19,South,15,0.16,0.09,-0.38,Loss Making,0.62,Loss
MKT3750,Campaign_410,2024-09-02,2024-09-16,Google Ads,46-60,7624,622532,10651,607,17027.76,West,14,0.02,0.06,1.23,Profitable,2.23,High Return
MKT3751,Campaign_132,2024-05-06,2024-05-17,Social Media,18-25,7223,604197,100263,7953,15468.74,Central,11,0.17,0.08,1.14,Profitable,2.14,High Return
MKT3752,Campaign_460,2024-02-10,2024-02-23,Email,36-45,14123,380820,22012,3614,16753.78,North,13,0.06,0.16,0.19,Profitable,1.19,Break-even
MKT3753,Campaign_256,2024-06-12,2024-07-03,Social Media,36-45,6029,607177,51374,5632,6348.3,East,21,0.08,0.11,0.05,Profitable,1.05,Break-even
MKT3754,Campaign_211,2024-11-07,2024-12-01,Google Ads,36-45,18146,231376,16266,4584,43827.88,West,24,0.07,0.28,1.42,Profitable,2.42,High Return
MKT3755,Campaign_451,2024-10-06,2024-10-22,Influencer,46-60,8914,354120,27029,3385,12019.89,North,16,0.08,0.13,0.35,Profitable,1.35,Break-even
MKT3756,Campaign_317,2024-08-09,2024-08-26,Influencer,26-35,19847,382665,55491,12536,27284.19,Central,17,0.15,0.23,0.37,Profitable,1.37,Break-even
MKT3757,Campaign_129,2024-02-04,2024-02-28,Influencer,26-35,13683,957868,17934,817,23664.14,East,24,0.02,0.05,0.73,Profitable,1.73,Break-even
MKT3758,Campaign_299,2024-02-26,2024-03-20,Social Media,36-45,11044,674609,67056,14354,9235.45,West,23,0.1,0.21,-0.16,Loss Making,0.84,Loss
MKT3759,Campaign_101,2024-07-20,2024-08-16,Google Ads,26-35,18210,911781,71810,3153,44290.42,West,27,0.08,0.04,1.43,Profitable,2.43,High Return
MKT3760,Campaign_235,2024-04-07,2024-04-30,TV,18-25,1128,147485,19828,5549,2479.79,North,23,0.13,0.28,1.2,Profitable,2.2,High Return
MKT3761,Campaign_417,2024-02-09,2024-03-09,Email,36-45,1295,206998,23309,4697,1058.91,South,29,0.11,0.2,-0.18,Loss Making,0.82,Loss
MKT3762,Campaign_469,2024-03-06,2024-03-19,Google Ads,18-25,2358,674704,41874,4691,4935.34,Central,13,0.06,0.11,1.09,Profitable,2.09,High Return
MKT3763,Campaign_88,2024-06-05,2024-06-23,TV,26-35,2168,108409,9131,1216,2025.2,South,18,0.08,0.13,-0.07,Loss Making,0.93,Loss
MKT3764,Campaign_406,2024-04-30,2024-05-29,Social Media,36-45,18102,173220,11209,2490,22926.58,North,29,0.06,0.22,0.27,Profitable,1.27,Break-even
MKT3765,Campaign_166,2024-05-03,2024-05-30,Email,36-45,8701,66260,8760,884,20784.94,North,27,0.13,0.1,1.39,Profitable,2.39,High Return
MKT3766,Campaign_305,2024-09-26,2024-10-15,Email,36-45,3008,157999,28121,4597,2644.79,South,19,0.18,0.16,-0.12,Loss Making,0.88,Loss
MKT3767,Campaign_486,2024-06-26,2024-07-07,TV,36-45,1474,806883,154441,28428,2911.15,East,11,0.19,0.18,0.98,Profitable,1.98,Break-even
MKT3768,Campaign_127,2024-04-04,2024-04-30,Email,46-60,5578,287870,17637,1722,11576.97,North,26,0.06,0.1,1.08,Profitable,2.08,High Return
MKT3769,Campaign_45,2024-01-13,2024-02-11,Email,46-60,4152,711785,82481,6460,4804.24,West,29,0.12,0.08,0.16,Profitable,1.16,Break-even
MKT3770,Campaign_354,2024-05-03,2024-05-17,TV,46-60,17040,467352,36160,3059,22078.28,South,14,0.08,0.08,0.3,Profitable,1.3,Break-even
MKT3771,Campaign_225,2024-03-06,2024-03-30,Google Ads,46-60,12060,346058,23842,6646,12978.99,South,24,0.07,0.28,0.08,Profitable,1.08,Break-even
MKT3772,Campaign_481,2024-02-19,2024-03-05,TV,46-60,4465,366081,65656,5360,4171.7,West,15,0.18,0.08,-0.07,Loss Making,0.93,Loss
MKT3773,Campaign_396,2024-10-22,2024-11-05,Radio,36-45,16160,752184,14811,744,10309.24,South,14,0.02,0.05,-0.36,Loss Making,0.64,Loss
MKT3774,Campaign_31,2024-11-24,2024-12-07,Social Media,36-45,9177,607052,11899,662,15944.67,South,13,0.02,0.06,0.74,Profitable,1.74,Break-even
MKT3775,Campaign_380,2024-10-03,2024-11-01,Influencer,36-45,6928,944950,61161,8530,6082.01,Central,29,0.06,0.14,-0.12,Loss Making,0.88,Loss
MKT3776,Campaign_361,2024-10-16,2024-10-28,Social Media,18-25,15743,973598,30439,5605,12532.63,South,12,0.03,0.18,-0.2,Loss Making,0.8,Loss
MKT3777,Campaign_227,2024-06-26,2024-07-25,Social Media,36-45,16137,710404,131294,37443,33953.58,East,29,0.18,0.29,1.1,Profitable,2.1,High Return
MKT3778,Campaign_44,2024-02-15,2024-03-09,Influencer,26-35,2100,883708,164340,20306,3794.47,South,23,0.19,0.12,0.81,Profitable,1.81,Break-even
MKT3779,Campaign_345,2024-06-15,2024-07-14,Email,18-25,10047,884680,51109,6348,22636.94,North,29,0.06,0.12,1.25,Profitable,2.25,High Return
MKT3780,Campaign_201,2024-05-16,2024-06-04,Google Ads,26-35,19462,857630,138020,24924,19574.2,South,19,0.16,0.18,0.01,Profitable,1.01,Break-even
MKT3781,Campaign_81,2024-12-19,2024-12-29,Influencer,18-25,5923,183172,33844,9737,7675.89,West,10,0.18,0.29,0.3,Profitable,1.3,Break-even
MKT3782,Campaign_257,2024-05-02,2024-05-22,Social Media,46-60,2538,898331,116035,31528,5939.35,Central,20,0.13,0.27,1.34,Profitable,2.34,High Return
MKT3783,Campaign_472,2024-10-06,2024-10-26,Influencer,46-60,2847,640807,117934,7621,5697.47,North,20,0.18,0.06,1.0,Profitable,2.0,Break-even
MKT3784,Campaign_112,2024-01-21,2024-01-31,Email,18-25,14860,231990,30271,1536,22720.31,North,10,0.13,0.05,0.53,Profitable,1.53,Break-even
MKT3785,Campaign_441,2024-08-05,2024-09-04,TV,46-60,10295,432038,34666,4500,15019.05,East,30,0.08,0.13,0.46,Profitable,1.46,Break-even
MKT3786,Campaign_284,2024-12-02,2024-12-21,TV,18-25,10479,297538,48394,9433,9854.86,South,19,0.16,0.19,-0.06,Loss Making,0.94,Loss
MKT3787,Campaign_365,2024-05-26,2024-06-17,Google Ads,46-60,10340,993852,165217,4769,11305.47,Central,22,0.17,0.03,0.09,Profitable,1.09,Break-even
MKT3788,Campaign_211,2024-04-12,2024-05-02,Email,46-60,17222,223923,15580,4620,10952.68,East,20,0.07,0.3,-0.36,Loss Making,0.64,Loss
MKT3789,Campaign_264,2024-07-06,2024-07-19,Influencer,46-60,19641,717389,59869,12815,32066.67,West,13,0.08,0.21,0.63,Profitable,1.63,Break-even
MKT3790,Campaign_468,2024-10-23,2024-11-15,Google Ads,46-60,2368,833804,155450,43098,5533.44,North,23,0.19,0.28,1.34,Profitable,2.34,High Return
MKT3791,Campaign_118,2024-12-27,2025-01-13,TV,36-45,6974,607026,103298,23103,10681.9,South,17,0.17,0.22,0.53,Profitable,1.53,Break-even
MKT3792,Campaign_327,2024-03-12,2024-03-24,Email,26-35,5190,351906,9709,844,6260.45,South,12,0.03,0.09,0.21,Profitable,1.21,Break-even
MKT3793,Campaign_470,2024-10-27,2024-11-26,Google Ads,26-35,5274,251017,25625,3326,5516.77,West,30,0.1,0.13,0.05,Profitable,1.05,Break-even
MKT3794,Campaign_146,2024-03-14,2024-04-06,Google Ads,26-35,7058,658887,112530,2634,4622.69,North,23,0.17,0.02,-0.35,Loss Making,0.65,Loss
MKT3795,Campaign_405,2024-09-06,2024-09-20,Social Media,26-35,1528,660047,104314,11985,3078.03,North,14,0.16,0.11,1.01,Profitable,2.01,High Return
MKT3796,Campaign_160,2024-12-09,2024-12-25,Radio,26-35,13100,44537,1181,350,24026.66,South,16,0.03,0.3,0.83,Profitable,1.83,Break-even
MKT3797,Campaign_479,2024-06-05,2024-07-03,TV,26-35,9529,36819,3592,486,17083.81,Central,28,0.1,0.14,0.79,Profitable,1.79,Break-even
MKT3798,Campaign_303,2024-06-17,2024-07-03,Radio,18-25,16330,574655,107706,21667,29598.81,Central,16,0.19,0.2,0.81,Profitable,1.81,Break-even
MKT3799,Campaign_385,2024-09-12,2024-10-04,TV,18-25,15362,540348,21401,2097,20921.25,North,22,0.04,0.1,0.36,Profitable,1.36,Break-even
MKT3800,Campaign_201,2024-07-12,2024-08-10,Google Ads,26-35,1159,723039,140178,27166,1067.12,West,29,0.19,0.19,-0.08,Loss Making,0.92,Loss
MKT3801,Campaign_210,2024-09-15,2024-09-30,Influencer,36-45,18346,352862,26014,1623,38054.36,North,15,0.07,0.06,1.07,Profitable,2.07,High Return
MKT3802,Campaign_219,2024-03-25,2024-04-22,TV,26-35,13462,603038,92052,4827,28463.89,West,28,0.15,0.05,1.11,Profitable,2.11,High Return
MKT3803,Campaign_399,2024-03-14,2024-04-03,TV,26-35,9029,672707,127572,27832,20441.1,West,20,0.19,0.22,1.26,Profitable,2.26,High Return
MKT3804,Campaign_472,2024-10-03,2024-11-01,Influencer,26-35,2797,773002,107899,15708,2474.99,West,29,0.14,0.15,-0.12,Loss Making,0.88,Loss
MKT3805,Campaign_345,2024-12-14,2024-12-31,Google Ads,36-45,14637,427079,12819,1442,34758.22,West,17,0.03,0.11,1.37,Profitable,2.37,High Return
MKT3806,Campaign_153,2024-11-02,2024-11-24,Email,18-25,17816,425084,17884,4399,22665.99,West,22,0.04,0.25,0.27,Profitable,1.27,Break-even
MKT3807,Campaign_379,2024-09-23,2024-10-19,TV,26-35,9211,643414,115740,9710,4955.63,East,26,0.18,0.08,-0.46,Loss Making,0.54,Loss
MKT3808,Campaign_126,2024-12-14,2025-01-13,Influencer,36-45,18043,457997,58669,6099,37890.37,North,30,0.13,0.1,1.1,Profitable,2.1,High Return
MKT3809,Campaign_118,2024-12-07,2024-12-26,Google Ads,18-25,18702,248926,35379,2768,13147.39,Central,19,0.14,0.08,-0.3,Loss Making,0.7,Loss
MKT3810,Campaign_127,2024-10-05,2024-10-15,Email,46-60,7246,290866,28823,5183,15281.83,Central,10,0.1,0.18,1.11,Profitable,2.11,High Return
MKT3811,Campaign_331,2024-04-14,2024-05-09,TV,26-35,19056,856256,8946,2102,42939.18,Central,25,0.01,0.23,1.25,Profitable,2.25,High Return
MKT3812,Campaign_82,2024-01-15,2024-01-27,TV,26-35,17422,811512,64711,1230,30564.56,North,12,0.08,0.02,0.75,Profitable,1.75,Break-even
MKT3813,Campaign_124,2024-10-23,2024-11-05,Google Ads,26-35,3398,983267,46234,11372,4383.27,South,13,0.05,0.25,0.29,Profitable,1.29,Break-even
